dedicated_video_card,name,price,processor,ram,screen,storage,video_card
NVIDIA GeForce MX250 (2 GB),Lenovo ThinkPad T490 [20N3S0DK00],1249990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Huawei Matebook X Pro [MachD-WFE9A / 53012BQK],1249990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (4266 MHz),"LED 13.9"" (3000x2000) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),ASUS ROG Strix G15 G512LI-RS73 [90NR0381-M01650],1249990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Lenovo Yoga C940-14IIL [81Q9000MUS],1260573,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),8 GB LPDDR4X (3733 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G4 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Lenovo Legion 5 15ACH6H [82JU00BNCL],1269990,AMD Ryzen 5 5600H (6 núcleos / 12 hilos / 3300 MHz  - 4200 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 165 Hz",SSD 1TB,AMD Radeon RX Vega 6 (Integrada)
,Microsoft Surface Pro 7 - Platinum + Teclado Type Cover [VDV-00001],1299000,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 128GB,Intel Iris Plus Graphics G4 (Integrada)
,Lenovo ThinkPad T480s [20L8A00DCL],1299000,Intel Core i5-8250U (4 núcleos / 8 hilos / 1600 MHz  - 3400 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Apple MacBook Pro (Late 2020 / Apple Silicon M1 / 512 GB / Space Gray) [MYD92BE/A],1299990,Apple M-Series-M1 (8 núcleos / 8 hilos / 3200 MHz ),8 GB UMA (0 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Apple M-Series M1 (Integrada)
,Apple MacBook Pro (Late 2020 / Apple Silicon M1 / 512 GB / Silver) [MYDC2BE/A],1299990,Apple M-Series-M1 (8 núcleos / 8 hilos / 3200 MHz ),8 GB UMA (0 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Apple M-Series M1 (Integrada)
,Apple MacBook Pro MF841LL/A (Early 2015 / i7-5557U / 16 GB / 512 GB SSD),1299990,Intel Core i7-5557U (2 núcleos / 4 hilos / 3100 MHz  - 3400 MHz),16 GB DDR3L (1866 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Graphics 6100 (Integrada)
,Apple MacBook Pro MF841LL/A (Early 2015 / i5-5287U / 8 GB / 512 GB SSD),1299990,Intel Core i5-5287U (2 núcleos / 4 hilos / 2900 MHz  - 3300 MHz),8 GB DDR3L (1866 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Graphics 6100 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),Lenovo Legion Y540-15IRH [81SX000GCL],1299990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 630 (Integrada)
,Lenovo Yoga C740-14IML [81TC00C4US],1299990,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),Acer Aspire Nitro 5 (i7-11800H / 16GB / 512GB SSD / RTX 3050 Ti 4GB / W10H / 144Hz),1299990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (2400 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),Acer Aspire Nitro 5 AN517-54-768F-1 [NH.QC7AL.001.1],1299990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (2400 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
,HP EliteBook x360 1040 G6 (i5-8265U / 8GB / 512GB SSD / W10P),1299990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,HP EliteBook x360 1040 G6 [8GF48LT],1299990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Huawei Matebook X + Mouse [Euler-W19D / 53011SWS],1299990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),16 GB LPDDR3 (2133 MHz),"LED 13.0"" (3000x2000) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),MSI Katana GF76 11UD (i7-11800H / 16GB / 512GB SSD / RTX 3050 Ti 4GB / 144Hz / W10H),1299990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce MX330 (2 GB),MSI Prestige 14 A10RBS [A10RBS-250CL],1299990,Intel Core i7-10710U (6 núcleos / 12 hilos / 1100 MHz  - 4700 MHz),16 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,HP Omen 15-EK0023DX [3E768UA],1299990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (3840x2160)  / 60 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro M2200 (4 GB),Lenovo ThinkPad P51 (i7-7820HQ / 16GB / 512GB SSD / Quadro M2200 4GB),1299990,Intel Core i7-7820HQ (4 núcleos / 8 hilos / 2900 MHz  - 3900 MHz),16 GB DDR4 (2133 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel HD Graphics 630 (Integrada)
,Apple MacBook Air (Late 2020 / Apple Silicon M1 / 256 GB / Gold) [MGND3LL/A],1299990,Apple M-Series-M1 (8 núcleos / 8 hilos / 3200 MHz ),8 GB UMA (0 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 256GB,Apple M-Series M1 (Integrada)
,Lenovo ThinkPad L14 Gen 2 [20X6S0G000],1299990,AMD Ryzen 7 PRO 5850U (8 núcleos / 16 hilos / 1900 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Dell G5 15 Gaming 5510 [0Y5Y0],1305000,Intel Core i7-10870H (8 núcleos / 16 hilos / 2200 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 120 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Lenovo ThinkPad X13 [20T3S2G900],1309490,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),16 GB DDR4 (2666 MHz),"LED 13.3"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),MSI GP65 Leopard 10SDK (i7-10750H / 8GB / 512GB / GTX 1660 Ti / 144Hz / W10H),1319990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Lenovo Yoga C940-14IIL [81Q9000GUS],1329000,Intel Core i7-1065G7 (4 núcleos / 8 hilos / 1300 MHz  - 3900 MHz),16 GB LPDDR4X (3733 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 1TB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI GF65 Thin 10UE [10UE-242CL],1329990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro T500 (4 GB),Lenovo ThinkPad P14s 2da Gen [20VYCTO1WWESCL0],1339424,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce GTX 1660 Ti Max-Q (6 GB),MSI Creator 15M A10SD (i7-10750H / 16GB / 512GB SSD / GTX 1660 Ti Max-Q / 144Hz / W10H),1349990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Microsoft Surface Pro 7 - Platinum [VDH-00001],1349990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB LPDDR4X (2400 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
NVIDIA Quadro P520 (4 GB),HP ZBook Firefly 14 G7 [30C55LA],1349990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),16 GB DDR4 (2666 MHz),"LED 14.0"" (3840x2160)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),HP Omen 15-DH1070WM [1M9P3UA],1350990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 1TB (7200rpm),Intel UHD Graphics 630 (Integrada)
,Lenovo Yoga Slim 9 14ITL5 [82D1002CCL],1349990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (4266 MHz),"LED 14.0"" (3840x2160) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo ThinkPad X390 [20Q1S2H700],1355990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),16 GB DDR4 (2400 MHz),"LED 13.3"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad X390 [20Q1S16R00],1359990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),16 GB DDR4 (2400 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Apple MacBook Air (Early 2020 / i5-1000NG7 / 512 GB / Space Gray) [MVH22CI/A],1369990,Intel Core i5-1030NG7 (4 núcleos / 8 hilos / 1100 MHz  - 3500 MHz),8 GB DDR4L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce MX250 (2 GB),Huawei Matebook X Pro [53010TEU],1369990,Intel Core i7-8565U (4 núcleos / 8 hilos / 1800 MHz  - 4600 MHz),8 GB DDR3L (2133 MHz),"LED 13.9"" (3000x2000) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,Huawei Matebook X Pro [MachD-WFE9B / 53011SQS],1369990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4 (4266 MHz),"LED 13.9"" (3000x2000) táctil / 60 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
AMD Radeon RX 5600M (6 GB),Dell Inspiron G5 15 5505 (Ryzen 7 4800H / 8GB / 256GB SSD / RX 5600M / 60Hz),1379990,AMD Ryzen 7 4800H (8 núcleos / 16 hilos / 2900 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 7 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),MSI Katana GF66 11UE (i5-11400H / 8GB / 512GB SSD / RTX 3060 6GB / 144Hz / W10H),1379990,Intel Core i5-11400H (6 núcleos / 12 hilos / 2700 MHz  - 4500 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3050 (4 GB),Dell G15 Gaming 5515 [DVVC7],1382303,AMD Ryzen 5 5600H (6 núcleos / 12 hilos / 3300 MHz  - 4200 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 120 Hz",SSD 256GB,AMD Radeon RX Vega 6 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 512 GB / 16 GB / Space Gray) [MWP42LL/A],1399990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics G7 (Integrada)
,Apple MacBook Pro 13 (Mid 2017 / i7-7660U / 16GB / 512GB SSD / Silver) [MPXQ2LL/A],1399990,Intel Core i7-7660U (2 núcleos / 4 hilos / 2500 MHz  - 4000 MHz),16 GB DDR3L (2133 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics 640 (Integrada)
,ASUS Zenbook Duo 14 UX482EA-HY140T [90NB0S41-M02350],1399990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),HP Omen 15-EK0012LA [18Z99LA],1399990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,HP Spectre x360 14-EA0001LA [30A09LA],1399990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4 (3200 MHz),"LED 13.5"" (3000x2000) táctil / 60 Hz",Intel Optane 32GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),Lenovo Legion 5 15ACH6 [82JW0012US],1399990,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 165 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
AMD Radeon RX 5600M (6 GB),MSI Alpha Series 17 A4DEK [A4DEK-014CL],1399990,AMD Ryzen 7 4800H (8 núcleos / 16 hilos / 2900 MHz  - 4200 MHz),16 GB DDR4 (2666 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,AMD Radeon RX Vega 7 (Integrada)
,Lenovo ThinkPad L13 2da Gen [20VJS1LC00],1399990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB DDR4 (3200 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Huawei Matebook X Pro + Mouse [MachD-WFH9A / 53011SQU],1399990,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4 (4266 MHz),"LED 13.9"" (3000x2000) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 2070 Max-Q (8 GB),Dell G7 15 ‎7500 (i7-10750H / 16GB / 1TB SSD / RTX 2070 Q-max 8GB / W10H / 144Hz),1399990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Apple MacBook Pro (Late 2020 / Apple Silicon M1 / 512 GB / Space Gray) [MYD92CI/A],1399990,Apple M-Series-M1 (8 núcleos / 8 hilos / 3200 MHz ),8 GB UMA (0 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Apple M-Series M1 (Integrada)
,Lenovo Yoga C740-14IML (i7-10510U / 12GB / 512GB SSD),1424964,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),12 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
,HP ZBook Firefly 15 G8 [428F5LA],1426848,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),32 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,ASUS Pro P5440FA-BM0897R,1427990,Intel Core i5-8265U (4 núcleos / 8 hilos / 1600 MHz  - 3900 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Lenovo Legion 5 15ACH6H [82JU00BGCL],1439990,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 165 Hz",SSD 1TB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),MSI GE63 Raider 9SE RGB Edition [RGB 9SE 882],1439990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),32 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",HDD 1TB (7200rpm),Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),ASUS TUF Dash F15 FX516PM-211.TF15 [90NR05X1-M03100],1449990,Intel Core i7-11370H (4 núcleos / 8 hilos / 3300 MHz  - 4800 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Lenovo ThinkPad X1 Yoga [20LEA03DCL],1449990,Intel Core i7-8550U (4 núcleos / 8 hilos / 1800 MHz  - 4000 MHz),16 GB DDR3 (2133 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB),MSI GP65 Leopard 10SEK (i7-10750H / 16GB / 512GB SSD / GeForce RTX 2060 6GB / 60Hz),1449990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),XPG Xenia [15260003],1449990,Intel Core i7-9750H (6 núcleos / 12 hilos / 2600 MHz  - 4500 MHz),32 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 1TB,Intel UHD Graphics 630 (Integrada)
,Lenovo ThinkPad X13 [20T3S7GN00],1464608,Intel Core i7-10510U (4 núcleos / 8 hilos / 1800 MHz  - 4900 MHz),16 GB DDR4 (2666 MHz),"LED 13.3"" (1366x768)  / 60 Hz",SSD 1TB,Intel UHD Graphics 620 (Integrada)
,Lenovo ThinkPad X395 [20NMS1PX00],1470990,AMD Ryzen 5 PRO 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB),MSI Pulse GL66 11UDK (i7-11800H / 16GB / 512GB SSD / RTX 3050 Ti 4GB / W10H),1489990,Intel Core i7-11800H (8 núcleos / 16 hilos / 2300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics Xe 750 32EUs (Integrada)
NVIDIA GeForce RTX 3070 (8 GB),ASUS TUF Dash F15 FX516PR-211.TM15,1499990,Intel Core i7-11370H (4 núcleos / 8 hilos / 3300 MHz  - 4800 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 1TB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,Apple MacBook Pro 13 (Mid 2017 / i5-7360U / 16GB / 240GB SSD / Space Gray) [MPXT2LL/A],1499990,Intel Core i5-7360U (2 núcleos / 4 hilos / 2300 MHz  - 3600 MHz),16 GB LPDDR3 (2133 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 240GB,Intel Iris Plus Graphics 640 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),ASUS ROG Strix G513QM-HF276T,1499990,AMD Ryzen 9 5900HX (8 núcleos / 16 hilos / 3300 MHz  - 4600 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 300 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce RTX 2070 Max-Q (8 GB),Lenovo Legion Y740-15CHG [81HE0029CL],1499990,Intel Core i7-8750H (6 núcleos / 12 hilos / 2200 MHz  - 4100 MHz),16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",HDD 1TB (7200rpm),Intel UHD Graphics 630 (Integrada)
,Microsoft Surface Pro 6 - Platinum [KJT-00001],1499990,Intel Core i5-8250U (4 núcleos / 8 hilos / 1600 MHz  - 3400 MHz),8 GB LPDDR3 (1866 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 2070 Max-Q (8 GB),Lenovo Legion 7 15IMH05 [81YT000HCL],1499990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),MSI GS66 Stealth 10SE (i7-10750H / 16GB / 512GB SSD / GTX 1660 ti 6GB / 240Hz / W10 Home),1499990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 240 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 512 GB / 16 GB / Silver) [MWP72CI/A],1549990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics G7 (Integrada)
,Apple MacBook Pro 13 (2020 / i5-1038NG7 / 512 GB / 16 GB / Space Gray) [MWP42CI/A],1549990,Intel Core i5-1038NG7 (4 núcleos / 8 hilos / 2000 MHz  - 3800 MHz),16 GB DDR3L (3733 MHz),"LED 13.3"" (2560x1600)  / 60 Hz",SSD 512GB,Intel Iris Plus Graphics G7 (Integrada)
NVIDIA GeForce GTX 1660 Ti (6 GB),Gigabyte Aorus 7 [SB-7US1130SH],1549990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2666 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce MX450 (2 GB),ASUS Zenbook A435EG-K9255R [90NB0SI7-M06070],1550000,Intel Core i7-1165G7 (4 núcleos / 8 hilos / 2800 MHz  - 4700 MHz),16 GB LPDDR4X (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 96EUs (Integrada)
,MSI Summit E13 Flip Evo A11MT (i5-1135G7 / 16GB / 512GB SSD / W10P / Pure White),1595865,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),16 GB LPDDR4X (4267 MHz),"LED 13.4"" (1920x1200) táctil / 60 Hz",SSD 512GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
NVIDIA GeForce RTX 2070 (8 GB),Dell G7 17 7700 [9RK2F],1599990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),16 GB DDR4 (2933 MHz),"LED 17.3"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2070 Super Max-Q (8 GB),HP Omen 15-EK0008LA [10G96LA],1599990,Intel Core i7-10750H (6 núcleos / 12 hilos / 2600 MHz  - 5000 MHz),32 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080)  / 144 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Lenovo Legion 5 15ACH6H [82JU00BHCL],1599990,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 165 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
NVIDIA Quadro P520 (2 GB),Lenovo ThinkPad P43s [20RHS02300],1599989,Intel Core i7-8665U (4 núcleos / 4 hilos / 1900 MHz  - 4800 MHz),16 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 620 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB),Lenovo Legion 5 Pro 16ACH6H [82JQ00CACL],1599990,AMD Ryzen 7 5800H (8 núcleos / 16 hilos / 3200 MHz  - 4400 MHz),16 GB DDR4 (3200 MHz),"LED 16.0"" (2560x1600)  / 165 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
